launch_id,model,base_model,target_modes,state,exit_code,MASE_macro,inference_seconds,datasets,tasks,timed_tasks
selena_channels_20260905T202615Z_34874,chronos2,chronos2,univariate,completed,0,1.0942752063443129,1901.7016699369997,38,74,74
