dataset,term,method,inference_seconds,MSE,MAE,RMSE,MAPE,sMAPE,MASE,ND,CRPS
Finland_Traffic/15T,medium,full_ridge_shared,1.9923266218975186,1370.679231439557,22.045456512640882,30.956403090812397,0.30505558628487484,0.2159013739830726,0.5360520242958893,0.17917307633553164,0.17917307633553164
Finland_Traffic/15T,short,vanilla,0.8259082026779652,835.9956307824929,16.535216108445198,20.303570317372735,0.26124266701758,0.18482545639751638,0.40220359009861334,0.23141617164141734,0.23141617164141734
Finland_Traffic/15T,short,covariate_prediction,0.8259082026779652,835.9956307824929,16.535216108445198,20.303570317372735,0.26124266701758,0.18482545639751638,0.40220359009861334,0.23141617164141734,0.23141617164141734
Finland_Traffic/15T,short,bayes_covariate_prediction,0.8259082026779652,835.9956307824929,16.535216108445198,20.303570317372735,0.26124266701758,0.18482545639751638,0.40220359009861334,0.23141617164141734,0.23141617164141734
Finland_Traffic/15T,short,full_ridge_shared,0.8259082026779652,835.9956307824929,16.535216108445198,20.303570317372735,0.26124266701758,0.18482545639751638,0.40220359009861334,0.23141617164141734,0.23141617164141734
Global_Influenza/W,short,vanilla,0.33637575153261423,2518066.9034669804,440.60130950240455,557.9440607849058,0.621917347795487,0.461039982766648,2.7027384509894463,0.46117520938317813,0.46117520938317813
Global_Influenza/W,short,covariate_prediction,0.33637575153261423,2518066.9034669804,440.60130950240455,557.9440607849058,0.621917347795487,0.461039982766648,2.7027384509894463,0.46117520938317813,0.46117520938317813
Global_Influenza/W,short,bayes_covariate_prediction,0.33637575153261423,2518066.9034669804,440.60130950240455,557.9440607849058,0.621917347795487,0.461039982766648,2.7027384509894463,0.46117520938317813,0.46117520938317813
Global_Influenza/W,short,full_ridge_shared,0.33637575153261423,2518066.9034669804,440.60130950240455,557.9440607849058,0.621917347795487,0.461039982766648,2.7027384509894463,0.46117520938317813,0.46117520938317813
Global_Price/Q,short,vanilla,0.07702507730573416,1781288.0286894313,313.4901497846842,353.6569966211264,0.1798198102669422,0.19245751829713834,1.5800590567350166,0.18101462485633207,0.18101462485633207
Global_Price/Q,short,covariate_prediction,0.07702507730573416,1781288.0286894313,313.4901497846842,353.6569966211264,0.1798198102669422,0.19245751829713834,1.5800590567350166,0.18101462485633207,0.18101462485633207
Global_Price/Q,short,bayes_covariate_prediction,0.07702507730573416,1781288.0286894313,313.4901497846842,353.6569966211264,0.1798198102669422,0.19245751829713834,1.5800590567350166,0.18101462485633207,0.18101462485633207
Global_Price/Q,short,full_ridge_shared,0.07702507730573416,1781288.0286894313,313.4901497846842,353.6569966211264,0.1798198102669422,0.19245751829713834,1.5800590567350166,0.18101462485633207,0.18101462485633207
Housing_Inventory/M,short,vanilla,0.04185633547604084,4419966111.869068,31923.698225789598,35589.26560893385,0.06811449957323956,0.06903562488722646,0.5629531156001711,0.06868401128898277,0.06868401128898277
Housing_Inventory/M,short,covariate_prediction,0.04185633547604084,4419966111.869068,31923.698225789598,35589.26560893385,0.06811449957323956,0.06903562488722646,0.5629531156001711,0.06868401128898277,0.06868401128898277
Housing_Inventory/M,short,bayes_covariate_prediction,0.04185633547604084,4419966111.869068,31923.698225789598,35589.26560893385,0.06811449957323956,0.06903562488722646,0.5629531156001711,0.06868401128898277,0.06868401128898277
Housing_Inventory/M,short,full_ridge_shared,0.04185633547604084,4419966111.869068,31923.698225789598,35589.26560893385,0.06811449957323956,0.06903562488722646,0.5629531156001711,0.06868401128898277,0.06868401128898277
JOLTS/M,short,vanilla,0.06943034566938877,434621.7960345939,326.8780938042535,391.41426996725716,0.0783358316366875,0.07875980395626586,1.034014704780639,0.07841091806794505,0.07841091806794505
JOLTS/M,short,covariate_prediction,0.06943034566938877,434621.7960345939,326.8780938042535,391.41426996725716,0.0783358316366875,0.07875980395626586,1.034014704780639,0.07841091806794505,0.07841091806794505
JOLTS/M,short,bayes_covariate_prediction,0.06943034566938877,434621.7960345939,326.8780938042535,391.41426996725716,0.0783358316366875,0.07875980395626586,1.034014704780639,0.07841091806794505,0.07841091806794505
JOLTS/M,short,full_ridge_shared,0.06943034566938877,434621.7960345939,326.8780938042535,391.41426996725716,0.0783358316366875,0.07875980395626586,1.034014704780639,0.07841091806794505,0.07841091806794505
Job_Claims/W,short,vanilla,0.05629301816225052,773731298.4360703,18364.71649639423,21751.896358700356,0.024863747492457965,0.02518671177953908,3.1948713176767605,0.025047320783500884,0.025047320783500884
Job_Claims/W,short,covariate_prediction,0.05629301816225052,773731298.4360703,18364.71649639423,21751.896358700356,0.024863747492457965,0.02518671177953908,3.1948713176767605,0.025047320783500884,0.025047320783500884
Job_Claims/W,short,bayes_covariate_prediction,0.05629301816225052,773731298.4360703,18364.71649639423,21751.896358700356,0.024863747492457965,0.02518671177953908,3.1948713176767605,0.025047320783500884,0.025047320783500884
Job_Claims/W,short,full_ridge_shared,0.05629301816225052,773731298.4360703,18364.71649639423,21751.896358700356,0.024863747492457965,0.02518671177953908,3.1948713176767605,0.025047320783500884,0.025047320783500884
MetroPT-3/5T,long,vanilla,0.08458961080759764,3.413565852555847,1.157730067156307,1.5336265522768149,3.0808544122415515,0.5202096564321884,0.6642965187537482,0.3314301181618797,0.3314301181618797
MetroPT-3/5T,long,covariate_prediction,0.08458961080759764,3.413565852555847,1.157730067156307,1.5336265522768149,3.0808544122415515,0.5202096564321884,0.6642965187537482,0.3314301181618797,0.3314301181618797
MetroPT-3/5T,long,bayes_covariate_prediction,0.08458961080759764,3.413565852555847,1.157730067156307,1.5336265522768149,3.0808544122415515,0.5202096564321884,0.6642965187537482,0.3314301181618797,0.3314301181618797
MetroPT-3/5T,long,full_ridge_shared,0.08458961080759764,3.413565852555847,1.157730067156307,1.5336265522768149,3.0808544122415515,0.5202096564321884,0.6642965187537482,0.3314301181618797,0.3314301181618797
MetroPT-3/5T,medium,vanilla,0.16881448682397604,3.3363269889166953,1.1449867837087784,1.5181666637876803,3.055784174096344,0.5167357391785463,0.6476133077171582,0.3285878616607379,0.3285878616607379
MetroPT-3/5T,medium,covariate_prediction,0.16881448682397604,3.3363269889166953,1.1449867837087784,1.5181666637876803,3.055784174096344,0.5167357391785463,0.6476133077171582,0.3285878616607379,0.3285878616607379
MetroPT-3/5T,medium,bayes_covariate_prediction,0.16881448682397604,3.3363269889166953,1.1449867837087784,1.5181666637876803,3.055784174096344,0.5167357391785463,0.6476133077171582,0.3285878616607379,0.3285878616607379
MetroPT-3/5T,medium,full_ridge_shared,0.16881448682397604,3.3363269889166953,1.1449867837087784,1.5181666637876803,3.055784174096344,0.5167357391785463,0.6476133077171582,0.3285878616607379,0.3285878616607379
MetroPT-3/5T,short,vanilla,0.9710731403902173,3.3005064808261118,1.1011302743875284,1.4650707626736887,3.299696293306656,0.49052158431233545,0.6109562823545718,0.3141830517323368,0.3141830517323368
MetroPT-3/5T,short,covariate_prediction,0.9710731403902173,3.3005064808261118,1.1011302743875284,1.4650707626736887,3.299696293306656,0.49052158431233545,0.6109562823545718,0.3141830517323368,0.3141830517323368
MetroPT-3/5T,short,bayes_covariate_prediction,0.9710731403902173,3.3005064808261118,1.1011302743875284,1.4650707626736887,3.299696293306656,0.49052158431233545,0.6109562823545718,0.3141830517323368,0.3141830517323368
MetroPT-3/5T,short,full_ridge_shared,0.9710731403902173,3.3005064808261118,1.1011302743875284,1.4650707626736887,3.299696293306656,0.49052158431233545,0.6109562823545718,0.3141830517323368,0.3141830517323368
NE_China_Wind/H,long,vanilla,0.08223794400691986,0.32159515167077135,0.436532138979341,0.5253233213420788,1.1978937363571522,0.7967295801660719,1.1842645854026905,0.6048208950474667,0.6048208950474667
NE_China_Wind/H,long,covariate_prediction,0.08223794400691986,0.32159515167077135,0.436532138979341,0.5253233213420788,1.1978937363571522,0.7967295801660719,1.1842645854026905,0.6048208950474667,0.6048208950474667
NE_China_Wind/H,long,bayes_covariate_prediction,0.08223794400691986,0.32159515167077135,0.436532138979341,0.5253233213420788,1.1978937363571522,0.7967295801660719,1.1842645854026905,0.6048208950474667,0.6048208950474667
NE_China_Wind/H,long,full_ridge_shared,0.08223794400691986,0.32159515167077135,0.436532138979341,0.5253233213420788,1.1978937363571522,0.7967295801660719,1.1842645854026905,0.6048208950474667,0.6048208950474667
NE_China_Wind/H,medium,vanilla,0.19324136339128017,0.23818093032212095,0.35842533666469134,0.41660410459853503,0.9946271927875525,0.6859697231544158,0.8980171713801631,0.5422895963779943,0.5422895963779943
NE_China_Wind/H,medium,covariate_prediction,0.19324136339128017,0.23818093032212095,0.35842533666469134,0.41660410459853503,0.9946271927875525,0.6859697231544158,0.8980171713801631,0.5422895963779943,0.5422895963779943
NE_China_Wind/H,medium,bayes_covariate_prediction,0.19324136339128017,0.23818093032212095,0.35842533666469134,0.41660410459853503,0.9946271927875525,0.6859697231544158,0.8980171713801631,0.5422895963779943,0.5422895963779943
NE_China_Wind/H,medium,full_ridge_shared,0.19324136339128017,0.23818093032212095,0.35842533666469134,0.41660410459853503,0.9946271927875525,0.6859697231544158,0.8980171713801631,0.5422895963779943,0.5422895963779943
NE_China_Wind/H,short,vanilla,0.5603899508714676,0.09862220753918391,0.2132745439408205,0.24958888630479903,0.8395209404689279,0.4869280520599561,0.5041530721201688,0.4323027746106739,0.4323027746106739
NE_China_Wind/H,short,covariate_prediction,0.5603899508714676,0.09862220753918391,0.2132745439408205,0.24958888630479903,0.8395209404689279,0.4869280520599561,0.5041530721201688,0.4323027746106739,0.4323027746106739
NE_China_Wind/H,short,bayes_covariate_prediction,0.5603899508714676,0.09862220753918391,0.2132745439408205,0.24958888630479903,0.8395209404689279,0.4869280520599561,0.5041530721201688,0.4323027746106739,0.4323027746106739
NE_China_Wind/H,short,full_ridge_shared,0.5603899508714676,0.09862220753918391,0.2132745439408205,0.24958888630479903,0.8395209404689279,0.4869280520599561,0.5041530721201688,0.4323027746106739,0.4323027746106739
Oil_Price/B,short,vanilla,1.1565829161554575,3.076797964098311,0.6698824115098646,0.7766318553296516,0.05722643642256675,0.05626318301104897,1.366502456436393,0.05678766442831534,0.05678766442831534
Oil_Price/B,short,covariate_prediction,1.1565829161554575,3.076797964098311,0.6698824115098646,0.7766318553296516,0.05722643642256675,0.05626318301104897,1.366502456436393,0.05678766442831534,0.05678766442831534
Oil_Price/B,short,bayes_covariate_prediction,1.1565829161554575,3.076797964098311,0.6698824115098646,0.7766318553296516,0.05722643642256675,0.05626318301104897,1.366502456436393,0.05678766442831534,0.05678766442831534
Oil_Price/B,short,full_ridge_shared,1.1565829161554575,3.076797964098311,0.6698824115098646,0.7766318553296516,0.05722643642256675,0.05626318301104897,1.366502456436393,0.05678766442831534,0.05678766442831534
Online_Retail_2_UCI/D,short,vanilla,0.0766175203025341,308363463.36606187,10064.97947048611,16022.475778470647,0.30026555376206715,0.5429929343976653,0.6092701622875667,0.29596456526123743,0.29596456526123743
Online_Retail_2_UCI/D,short,covariate_prediction,0.0766175203025341,308363463.36606187,10064.97947048611,16022.475778470647,0.30026555376206715,0.5429929343976653,0.6092701622875667,0.29596456526123743,0.29596456526123743
Online_Retail_2_UCI/D,short,bayes_covariate_prediction,0.0766175203025341,308363463.36606187,10064.97947048611,16022.475778470647,0.30026555376206715,0.5429929343976653,0.6092701622875667,0.29596456526123743,0.29596456526123743
Online_Retail_2_UCI/D,short,full_ridge_shared,0.0766175203025341,308363463.36606187,10064.97947048611,16022.475778470647,0.30026555376206715,0.5429929343976653,0.6092701622875667,0.29596456526123743,0.29596456526123743
OpenElectricity_NEM/5T,long,vanilla,0.6516351345926523,47413.416758918866,108.88047116414315,144.01646402049226,4.9506186561675625,0.2605270696018214,0.73471551887818,0.2333068520113239,0.2333068520113239
OpenElectricity_NEM/5T,long,covariate_prediction,14.881725211627781,42600.087600322535,108.89840157540823,142.07046196021446,6.856302019094499,0.2707442154484972,0.7392697049023955,0.2415101190664398,0.2415101190664398
OpenElectricity_NEM/5T,long,bayes_covariate_prediction,14.881776843219995,38998.76802815514,101.9592722622224,134.34715134827175,5.834370075625843,0.25986980274308,0.7091579075785296,0.23213231931194325,0.23213231931194325
OpenElectricity_NEM/5T,long,full_ridge_shared,16.007294556126,42069.74926685832,104.37980431424899,137.61039916184183,5.820111860154467,0.26192257570795974,0.7208736447679386,0.23576725655902728,0.23576725655902728
OpenElectricity_NEM/5T,medium,vanilla,1.9077924443408847,33266.19322942105,87.01240525947216,109.41582346230786,4.805303204607642,0.21195288143625227,0.5803601215033609,0.20512730701706808,0.20512730701706808
OpenElectricity_NEM/5T,medium,covariate_prediction,33.75516537204385,30319.40114669157,86.38730412010688,107.79081846174067,5.730198496051864,0.21944592916749847,0.5906502034531592,0.21432615916562547,0.21432615916562547
OpenElectricity_NEM/5T,medium,bayes_covariate_prediction,33.75522461347282,28027.247193287774,82.95546374758946,103.59123693989389,5.2481547148288215,0.21061894396709432,0.5673272797535701,0.20519283230905372,0.20519283230905372
OpenElectricity_NEM/5T,medium,full_ridge_shared,35.868390057235956,30108.206280689243,84.8566559385452,105.97778842420823,4.71970075941236,0.21858208301555665,0.5875603356650567,0.21063342133418467,0.21063342133418467
OpenElectricity_NEM/5T,short,vanilla,7.685134137049317,9329.74840032762,49.68218320886621,58.891891897271734,3.5202073983971873,0.1567273543286194,0.38696941063871376,0.1486650342492687,0.1486650342492687
OpenElectricity_NEM/5T,short,covariate_prediction,7.685134137049317,9329.74840032762,49.68218320886621,58.891891897271734,3.5202073983971873,0.1567273543286194,0.38696941063871376,0.1486650342492687,0.1486650342492687
OpenElectricity_NEM/5T,short,bayes_covariate_prediction,7.685134137049317,9329.74840032762,49.68218320886621,58.891891897271734,3.5202073983971873,0.1567273543286194,0.38696941063871376,0.1486650342492687,0.1486650342492687
OpenElectricity_NEM/5T,short,full_ridge_shared,7.685134137049317,9329.74840032762,49.68218320886621,58.891891897271734,3.5202073983971873,0.1567273543286194,0.38696941063871376,0.1486650342492687,0.1486650342492687
Port_Activity/D,short,vanilla,2.6530605414882302,949152196.0511384,15412.239763871194,21205.54883214374,2.7355985048119216,0.9460094770376756,0.6583469189239594,0.7443422893384994,0.7443422893384994
Port_Activity/D,short,covariate_prediction,2.6530605414882302,949152196.0511384,15412.239763871194,21205.54883214374,2.7355985048119216,0.9460094770376756,0.6583469189239594,0.7443422893384994,0.7443422893384994
Port_Activity/D,short,bayes_covariate_prediction,2.6530605414882302,949152196.0511384,15412.239763871194,21205.54883214374,2.7355985048119216,0.9460094770376756,0.6583469189239594,0.7443422893384994,0.7443422893384994
Port_Activity/D,short,full_ridge_shared,2.6530605414882302,949152196.0511384,15412.239763871194,21205.54883214374,2.7355985048119216,0.9460094770376756,0.6583469189239594,0.7443422893384994,0.7443422893384994
Port_Activity/W,short,vanilla,0.2577492306008935,5957653731.784104,43832.342834380775,53649.41117460023,0.6273764234760665,0.3413357635568055,0.779219753152999,0.33705066205574785,0.33705066205574785
Port_Activity/W,short,covariate_prediction,0.2577492306008935,5957653731.784104,43832.342834380775,53649.41117460023,0.6273764234760665,0.3413357635568055,0.779219753152999,0.33705066205574785,0.33705066205574785
Port_Activity/W,short,bayes_covariate_prediction,0.2577492306008935,5957653731.784104,43832.342834380775,53649.41117460023,0.6273764234760665,0.3413357635568055,0.779219753152999,0.33705066205574785,0.33705066205574785
Port_Activity/W,short,full_ridge_shared,0.2577492306008935,5957653731.784104,43832.342834380775,53649.41117460023,0.6273764234760665,0.3413357635568055,0.779219753152999,0.33705066205574785,0.33705066205574785
SG_Carpark/15T,long,vanilla,1.8961197100579739,738.5260555764559,10.876016315273354,15.645914325521172,0.06316077411610392,0.06713208806629632,0.7260138545483494,0.06260561583338838,0.06260561583338838
SG_Carpark/15T,long,covariate_prediction,1.8961197100579739,738.5260555764559,10.876016315273354,15.645914325521172,0.06316077411610392,0.06713208806629632,0.7260138545483494,0.06260561583338838,0.06260561583338838
SG_Carpark/15T,long,bayes_covariate_prediction,1.8961197100579739,738.5260555764559,10.876016315273354,15.645914325521172,0.06316077411610392,0.06713208806629632,0.7260138545483494,0.06260561583338838,0.06260561583338838
SG_Carpark/15T,long,full_ridge_shared,1.8961197100579739,738.5260555764559,10.876016315273354,15.645914325521172,0.06316077411610392,0.06713208806629632,0.7260138545483494,0.06260561583338838,0.06260561583338838
SG_Carpark/15T,medium,vanilla,11.329215767793357,435.72400861312013,7.88539779357984,10.920030178065554,0.0452602377457469,0.05471511423635017,0.5286342036223466,0.04298576373683667,0.04298576373683667
SG_Carpark/15T,medium,covariate_prediction,11.329215767793357,435.72400861312013,7.88539779357984,10.920030178065554,0.0452602377457469,0.05471511423635017,0.5286342036223466,0.04298576373683667,0.04298576373683667
SG_Carpark/15T,medium,bayes_covariate_prediction,11.329215767793357,435.72400861312013,7.88539779357984,10.920030178065554,0.0452602377457469,0.05471511423635017,0.5286342036223466,0.04298576373683667,0.04298576373683667
SG_Carpark/15T,medium,full_ridge_shared,11.329215767793357,435.72400861312013,7.88539779357984,10.920030178065554,0.0452602377457469,0.05471511423635017,0.5286342036223466,0.04298576373683667,0.04298576373683667
SG_Carpark/15T,short,vanilla,67.98205210920423,201.9511185489575,5.318737263183827,6.8016608555349505,0.03334784453140859,0.04408320520512236,0.3700561165502915,0.03286258735842762,0.03286258735842762
SG_Carpark/15T,short,covariate_prediction,67.98205210920423,201.9511185489575,5.318737263183827,6.8016608555349505,0.03334784453140859,0.04408320520512236,0.3700561165502915,0.03286258735842762,0.03286258735842762
SG_Carpark/15T,short,bayes_covariate_prediction,67.98205210920423,201.9511185489575,5.318737263183827,6.8016608555349505,0.03334784453140859,0.04408320520512236,0.3700561165502915,0.03286258735842762,0.03286258735842762
SG_Carpark/15T,short,full_ridge_shared,67.98205210920423,201.9511185489575,5.318737263183827,6.8016608555349505,0.03334784453140859,0.04408320520512236,0.3700561165502915,0.03286258735842762,0.03286258735842762
SG_PM25/H,long,vanilla,0.3085739016532898,49.156700784789344,5.062636695283673,6.620435214588385,0.5347210048342738,0.4263318933989233,0.963278646758484,0.41307213678704585,0.41307213678704585
SG_PM25/H,long,covariate_prediction,9.565327635034919,51.35368393501391,5.246010710337223,6.775850489559168,0.5652044176492685,0.44207048762468343,0.9969475179477025,0.429294096441636,0.429294096441636
SG_PM25/H,long,bayes_covariate_prediction,9.565347445197403,48.88705537787286,5.07515674720317,6.598567894815177,0.5433746354452242,0.4286983288744292,0.9652705328897964,0.41444790653175,0.41444790653175
SG_PM25/H,long,full_ridge_shared,10.493836363777518,49.29336055450035,5.123013887322429,6.628849708525998,0.556078671444273,0.43251099442474666,0.97395629509693,0.4197193967692515,0.4197193967692515
SG_PM25/H,medium,vanilla,0.6644573472440243,47.13290574105222,4.914678797236196,6.284678668365046,0.510844105027758,0.4163734884019906,0.9340346217431001,0.40220341635215856,0.40220341635215856
SG_PM25/H,medium,covariate_prediction,19.00311647169292,48.20454033505081,5.0821146491721825,6.417295035444841,0.5474163643328147,0.4299724693859277,0.9658341467673803,0.4201767724646108,0.4201767724646108
SG_PM25/H,medium,bayes_covariate_prediction,19.003139511682093,46.775157180378095,4.94034356655898,6.28262409414974,0.5233967049064561,0.4189214222083363,0.938999363646257,0.40604255970856723,0.40604255970856723
SG_PM25/H,medium,full_ridge_shared,21.990435041487217,47.102295253285554,4.973674651693415,6.313489471280297,0.5322175213051419,0.4215177271868409,0.9449780218408046,0.4104699381080026,0.4104699381080026
SG_PM25/H,short,vanilla,2.0993622643873096,40.95566923358457,4.633873873560325,5.717450727489345,0.4952980924824042,0.3954255046746644,0.8815383652902529,0.39260076948796835,0.39260076948796835
SG_PM25/H,short,covariate_prediction,2.0993622643873096,40.95566923358457,4.633873873560325,5.717450727489345,0.4952980924824042,0.3954255046746644,0.8815383652902529,0.39260076948796835,0.39260076948796835
SG_PM25/H,short,bayes_covariate_prediction,2.0993622643873096,40.95566923358457,4.633873873560325,5.717450727489345,0.4952980924824042,0.3954255046746644,0.8815383652902529,0.39260076948796835,0.39260076948796835
SG_PM25/H,short,full_ridge_shared,2.0993622643873096,40.95566923358457,4.633873873560325,5.717450727489345,0.4952980924824042,0.3954255046746644,0.8815383652902529,0.39260076948796835,0.39260076948796835
SG_Weather/D,long,vanilla,0.9852388864383101,2284.1942396883674,17.414242234102144,22.910625294036237,0.3498992919265906,0.2253484268146905,0.8987507173936542,0.21388049288897917,0.21388049288897917
SG_Weather/D,long,covariate_prediction,0.9852388864383101,2284.1942396883674,17.414242234102144,22.910625294036237,0.3498992919265906,0.2253484268146905,0.8987507173936542,0.21388049288897917,0.21388049288897917
SG_Weather/D,long,bayes_covariate_prediction,0.9852388864383101,2284.1942396883674,17.414242234102144,22.910625294036237,0.3498992919265906,0.2253484268146905,0.8987507173936542,0.21388049288897917,0.21388049288897917
SG_Weather/D,long,full_ridge_shared,0.9852388864383101,2284.1942396883674,17.414242234102144,22.910625294036237,0.3498992919265906,0.2253484268146905,0.8987507173936542,0.21388049288897917,0.21388049288897917
SG_Weather/D,medium,vanilla,1.9733986053615808,2293.016069265813,17.415464181072245,22.110256581920286,0.3481520748952876,0.22342990624853512,0.8849706268220159,0.2168055533249628,0.2168055533249628
SG_Weather/D,medium,covariate_prediction,1.9733986053615808,2293.016069265813,17.415464181072245,22.110256581920286,0.3481520748952876,0.22342990624853512,0.8849706268220159,0.2168055533249628,0.2168055533249628
SG_Weather/D,medium,bayes_covariate_prediction,1.9733986053615808,2293.016069265813,17.415464181072245,22.110256581920286,0.3481520748952876,0.22342990624853512,0.8849706268220159,0.2168055533249628,0.2168055533249628
SG_Weather/D,medium,full_ridge_shared,1.9733986053615808,2293.016069265813,17.415464181072245,22.110256581920286,0.3481520748952876,0.22342990624853512,0.8849706268220159,0.2168055533249628,0.2168055533249628
SG_Weather/D,short,vanilla,4.667113614268601,2268.25808383352,17.06594934924177,20.09791019425458,0.3430878306918809,0.2193336928038322,0.8502706449539111,0.22652191621291196,0.22652191621291196
SG_Weather/D,short,covariate_prediction,4.667113614268601,2268.25808383352,17.06594934924177,20.09791019425458,0.3430878306918809,0.2193336928038322,0.8502706449539111,0.22652191621291196,0.22652191621291196
SG_Weather/D,short,bayes_covariate_prediction,4.667113614268601,2268.25808383352,17.06594934924177,20.09791019425458,0.3430878306918809,0.2193336928038322,0.8502706449539111,0.22652191621291196,0.22652191621291196
SG_Weather/D,short,full_ridge_shared,4.667113614268601,2268.25808383352,17.06594934924177,20.09791019425458,0.3430878306918809,0.2193336928038322,0.8502706449539111,0.22652191621291196,0.22652191621291196
Smart_Manufacturing/H,long,vanilla,0.19876184687018394,78.42633843584457,5.719615523716557,7.159090045802481,0.3401990005303296,0.22527335877205923,0.711018864850903,0.21519545053428477,0.21519545053428477
Smart_Manufacturing/H,long,covariate_prediction,0.19876184687018394,78.42633843584457,5.719615523716557,7.159090045802481,0.3401990005303296,0.22527335877205923,0.711018864850903,0.21519545053428477,0.21519545053428477
Smart_Manufacturing/H,long,bayes_covariate_prediction,0.19876184687018394,78.42633843584457,5.719615523716557,7.159090045802481,0.3401990005303296,0.22527335877205923,0.711018864850903,0.21519545053428477,0.21519545053428477
Smart_Manufacturing/H,long,full_ridge_shared,0.19876184687018394,78.42633843584457,5.719615523716557,7.159090045802481,0.3401990005303296,0.22527335877205923,0.711018864850903,0.21519545053428477,0.21519545053428477
Smart_Manufacturing/H,medium,vanilla,0.37697253096848726,78.42242082994515,5.719729275807407,7.149743318916848,0.33770011080722584,0.22534742998680352,0.7114699311085539,0.2153353035221406,0.2153353035221406
Smart_Manufacturing/H,medium,covariate_prediction,0.37697253096848726,78.42242082994515,5.719729275807407,7.149743318916848,0.33770011080722584,0.22534742998680352,0.7114699311085539,0.2153353035221406,0.2153353035221406
Smart_Manufacturing/H,medium,bayes_covariate_prediction,0.37697253096848726,78.42242082994515,5.719729275807407,7.149743318916848,0.33770011080722584,0.22534742998680352,0.7114699311085539,0.2153353035221406,0.2153353035221406
Smart_Manufacturing/H,medium,full_ridge_shared,0.37697253096848726,78.42242082994515,5.719729275807407,7.149743318916848,0.33770011080722584,0.22534742998680352,0.7114699311085539,0.2153353035221406,0.2153353035221406
Smart_Manufacturing/H,short,vanilla,2.539173988625407,78.34641078655198,5.716382618018629,7.063471891327495,0.3321466352973837,0.22534417374737317,0.7117642399681166,0.2165254702739631,0.2165254702739631
Smart_Manufacturing/H,short,covariate_prediction,2.539173988625407,78.34641078655198,5.716382618018629,7.063471891327495,0.3321466352973837,0.22534417374737317,0.7117642399681166,0.2165254702739631,0.2165254702739631
Smart_Manufacturing/H,short,bayes_covariate_prediction,2.539173988625407,78.34641078655198,5.716382618018629,7.063471891327495,0.3321466352973837,0.22534417374737317,0.7117642399681166,0.2165254702739631,0.2165254702739631
Smart_Manufacturing/H,short,full_ridge_shared,2.539173988625407,78.34641078655198,5.716382618018629,7.063471891327495,0.3321466352973837,0.22534417374737317,0.7117642399681166,0.2165254702739631,0.2165254702739631
Supply_Chain_Customer/D,short,vanilla,0.46149785351008177,29400554.945812996,1553.1126780355419,2207.421262805113,0.4072217800734299,0.38249234912704727,0.5576402471504558,0.335355867157546,0.335355867157546
Supply_Chain_Customer/D,short,covariate_prediction,0.46149785351008177,29400554.945812996,1553.1126780355419,2207.421262805113,0.4072217800734299,0.38249234912704727,0.5576402471504558,0.335355867157546,0.335355867157546
Supply_Chain_Customer/D,short,bayes_covariate_prediction,0.46149785351008177,29400554.945812996,1553.1126780355419,2207.421262805113,0.4072217800734299,0.38249234912704727,0.5576402471504558,0.335355867157546,0.335355867157546
Supply_Chain_Customer/D,short,full_ridge_shared,0.46149785351008177,29400554.945812996,1553.1126780355419,2207.421262805113,0.4072217800734299,0.38249234912704727,0.5576402471504558,0.335355867157546,0.335355867157546
Supply_Chain_Location/D,short,vanilla,0.6366856265813112,19273968.644059636,1714.7489423031902,2278.6413088092936,0.48631902033180896,0.39198935159786025,0.6095078900652127,0.3585979751602728,0.3585979751602728
Supply_Chain_Location/D,short,covariate_prediction,0.6366856265813112,19273968.644059636,1714.7489423031902,2278.6413088092936,0.48631902033180896,0.39198935159786025,0.6095078900652127,0.3585979751602728,0.3585979751602728
Supply_Chain_Location/D,short,bayes_covariate_prediction,0.6366856265813112,19273968.644059636,1714.7489423031902,2278.6413088092936,0.48631902033180896,0.39198935159786025,0.6095078900652127,0.3585979751602728,0.3585979751602728
Supply_Chain_Location/D,short,full_ridge_shared,0.6366856265813112,19273968.644059636,1714.7489423031902,2278.6413088092936,0.48631902033180896,0.39198935159786025,0.6095078900652127,0.3585979751602728,0.3585979751602728
US_Labor/M,short,vanilla,0.07169047556817532,473194.0676389152,338.29474425798367,383.67310193213876,0.06213530792956431,0.0595382790072609,0.8665246354470926,0.06221503636491327,0.06221503636491327
US_Labor/M,short,covariate_prediction,0.07169047556817532,473194.0676389152,338.29474425798367,383.67310193213876,0.06213530792956431,0.0595382790072609,0.8665246354470926,0.06221503636491327,0.06221503636491327
US_Labor/M,short,bayes_covariate_prediction,0.07169047556817532,473194.0676389152,338.29474425798367,383.67310193213876,0.06213530792956431,0.0595382790072609,0.8665246354470926,0.06221503636491327,0.06221503636491327
US_Labor/M,short,full_ridge_shared,0.07169047556817532,473194.0676389152,338.29474425798367,383.67310193213876,0.06213530792956431,0.0595382790072609,0.8665246354470926,0.06221503636491327,0.06221503636491327
US_Term_Structure/B,short,vanilla,6.545524535700679,0.023067453546776404,0.10213047977591405,0.12272495689317574,0.9471594868415626,0.2691588102408878,1.498343397371125,0.2604909029587153,0.2604909029587153
US_Term_Structure/B,short,covariate_prediction,6.545524535700679,0.023067453546776404,0.10213047977591405,0.12272495689317574,0.9471594868415626,0.2691588102408878,1.498343397371125,0.2604909029587153,0.2604909029587153
