dataset,term,method,base_method,inference_seconds,task_fallback,task_fallback_reason,nonfinite_fallback,nonfinite_fallback_windows,selected_validated_method,validated_method_selection_rates,fallback_to_vanilla_windows,fallback_to_vanilla_evaluation_windows,fallback_to_vanilla_rate,scaled_MASE,CRPS,CRPS_finite_values,CRPS_evaluation_values,CRPS_total_values,MAE,MAE_finite_values,MAE_evaluation_values,MAE_total_values,MAPE,MAPE_finite_values,MAPE_evaluation_values,MAPE_total_values,MASE,MASE_finite_values,MASE_evaluation_values,MASE_total_values,MSE,MSE_finite_values,MSE_evaluation_values,MSE_total_values,ND,ND_finite_values,ND_evaluation_values,ND_total_values,RMSE,RMSE_finite_values,RMSE_evaluation_values,RMSE_total_values,sMAPE,sMAPE_finite_values,sMAPE_evaluation_values,sMAPE_total_values
Coastal_T_S/H,long,seasonal_naive,seasonal_naive,1.3289766171947122,False,,False,0.0,,,,,,1.0,0.06178234505185338,144,144,144,1.8972606074530631,144,144,144,0.056797802212525283,144,144,144,2.646814492501095,144,144,144,36.6719251115876,144,144,144,0.051893850537915856,144,144,144,2.4147258660065085,144,144,144,0.051544497063661855,144,144,144
Coastal_T_S/H,long,selected_adaptation,selected_adaptation,4.669561224523932,False,,False,0.0,bayes_covariate_prediction,"{""bayes_covariate_prediction"": 1.0}",0.0,144.0,0.0,0.867387894295417,0.041940431317273354,144,144,144,1.4786699487176038,144,144,144,0.0473090788566605,144,144,144,2.2958148492411175,144,144,144,23.665409959817552,144,144,144,0.041940431317273354,144,144,144,1.8752087339150547,144,144,144,0.041455356633736784,144,144,144
Coastal_T_S/H,long,tsrag,tsrag,2.0792394559830427,False,,False,0.0,,,,,,0.9837175108499483,0.04882314712434854,144,144,144,1.8561488924900356,144,144,144,0.05408633285628031,144,144,144,2.603717764244746,144,144,144,40.48095179490734,144,144,144,0.04882314712434854,144,144,144,2.271243947917116,144,144,144,0.05070808014505104,144,144,144
Coastal_T_S/H,long,vanilla,vanilla,0.7036797869950533,False,,False,0.0,,,,,,0.8756471560213357,0.04157413580120169,144,144,144,1.4581599270878114,144,144,144,0.04693526757462177,144,144,144,2.3176755828746387,144,144,144,23.383979350247568,144,144,144,0.04157413580120169,144,144,144,1.8619835735473613,144,144,144,0.04113420654941958,144,144,144
Coastal_T_S/H,long,y_ridge_shared,y_ridge_shared,9.848314762115479,False,,False,0.0,bayes_covariate_prediction,"{""bayes_covariate_prediction"": 1.0}",144.0,144.0,1.0,0.8756471560213357,0.04157413580120169,144,144,144,1.4581599270878114,144,144,144,0.04693526757462177,144,144,144,2.3176755828746387,144,144,144,23.383979350247568,144,144,144,0.04157413580120169,144,144,144,1.8619835735473613,144,144,144,0.04113420654941958,144,144,144
Coastal_T_S/H,medium,bayes_covariate_prediction,bayes_covariate_prediction,1.3686644658446312,False,,False,0.0,vanilla,"{""vanilla"": 1.0}",288.0,288.0,1.0,0.7891783822357596,0.03915363223675824,288,288,288,1.3561895227825969,288,288,288,0.04152611477577608,288,288,288,1.621761041052587,288,288,288,21.7698116119976,288,288,288,0.03915363223675824,288,288,288,1.691424176146847,288,288,288,0.036289889048672995,288,288,288
Coastal_T_S/H,medium,bayes_past_targets_prediction,bayes_past_targets_prediction,1.3686644658446312,False,,False,0.0,vanilla,"{""vanilla"": 1.0}",288.0,288.0,1.0,0.7891783822357596,0.03915363223675824,288,288,288,1.3561895227825969,288,288,288,0.04152611477577608,288,288,288,1.621761041052587,288,288,288,21.7698116119976,288,288,288,0.03915363223675824,288,288,288,1.691424176146847,288,288,288,0.036289889048672995,288,288,288
Coastal_T_S/H,medium,cov_ridge_shared,cov_ridge_shared,1.3686644658446312,False,,False,0.0,vanilla,"{""vanilla"": 1.0}",288.0,288.0,1.0,0.7891783822357596,0.03915363223675824,288,288,288,1.3561895227825969,288,288,288,0.04152611477577608,288,288,288,1.621761041052587,288,288,288,21.7698116119976,288,288,288,0.03915363223675824,288,288,288,1.691424176146847,288,288,288,0.036289889048672995,288,288,288
Coastal_T_S/H,medium,covariate_prediction,covariate_prediction,1.3686644658446312,False,,False,0.0,vanilla,"{""vanilla"": 1.0}",288.0,288.0,1.0,0.7891783822357596,0.03915363223675824,288,288,288,1.3561895227825969,288,288,288,0.04152611477577608,288,288,288,1.621761041052587,288,288,288,21.7698116119976,288,288,288,0.03915363223675824,288,288,288,1.691424176146847,288,288,288,0.036289889048672995,288,288,288
Coastal_T_S/H,medium,full_ridge_per_variate,full_ridge_per_variate,1.3686644658446312,False,,False,0.0,vanilla,"{""vanilla"": 1.0}",288.0,288.0,1.0,0.7891783822357596,0.03915363223675824,288,288,288,1.3561895227825969,288,288,288,0.04152611477577608,288,288,288,1.621761041052587,288,288,288,21.7698116119976,288,288,288,0.03915363223675824,288,288,288,1.691424176146847,288,288,288,0.036289889048672995,288,288,288
Coastal_T_S/H,medium,full_ridge_shared,full_ridge_shared,1.3686644658446312,False,,False,0.0,vanilla,"{""vanilla"": 1.0}",288.0,288.0,1.0,0.7891783822357596,0.03915363223675824,288,288,288,1.3561895227825969,288,288,288,0.04152611477577608,288,288,288,1.621761041052587,288,288,288,21.7698116119976,288,288,288,0.03915363223675824,288,288,288,1.691424176146847,288,288,288,0.036289889048672995,288,288,288
Coastal_T_S/H,medium,seasonal_naive,seasonal_naive,1.804201859049499,False,,False,0.0,,,,,,1.0,0.052198792256954805,288,288,288,1.812843066318054,288,288,288,0.0523382814098056,288,288,288,2.05499932278695,288,288,288,34.91735201879006,288,288,288,0.04994696279228975,288,288,288,2.2747722639021726,288,288,288,0.047190697725479985,288,288,288
Coastal_T_S/H,medium,selected_adaptation,selected_adaptation,1.3686644658446312,False,,False,0.0,vanilla,"{""vanilla"": 1.0}",288.0,288.0,1.0,0.7891783822357596,0.03915363223675824,288,288,288,1.3561895227825969,288,288,288,0.04152611477577608,288,288,288,1.621761041052587,288,288,288,21.7698116119976,288,288,288,0.03915363223675824,288,288,288,1.691424176146847,288,288,288,0.036289889048672995,288,288,288
Coastal_T_S/H,medium,tsrag,tsrag,1.3686644658446312,True,"{""code"": ""insufficient_global_datastore"", ""message"": ""global datastore requires at least 11 dates per variate; the least-covered variate has 0""}",False,0.0,,,,,,0.7891783822357596,0.03915363223675824,288,288,288,1.3561895227825969,288,288,288,0.04152611477577608,288,288,288,1.621761041052587,288,288,288,21.7698116119976,288,288,288,0.03915363223675824,288,288,288,1.691424176146847,288,288,288,0.036289889048672995,288,288,288
Coastal_T_S/H,medium,vanilla,vanilla,1.3686644658446312,False,,False,0.0,,,,,,0.7891783822357596,0.03915363223675824,288,288,288,1.3561895227825969,288,288,288,0.04152611477577608,288,288,288,1.621761041052587,288,288,288,21.7698116119976,288,288,288,0.03915363223675824,288,288,288,1.691424176146847,288,288,288,0.036289889048672995,288,288,288
Coastal_T_S/H,medium,y_ridge_shared,y_ridge_shared,1.3686644658446312,False,,False,0.0,vanilla,"{""vanilla"": 1.0}",288.0,288.0,1.0,0.7891783822357596,0.03915363223675824,288,288,288,1.3561895227825969,288,288,288,0.04152611477577608,288,288,288,1.621761041052587,288,288,288,21.7698116119976,288,288,288,0.03915363223675824,288,288,288,1.691424176146847,288,288,288,0.036289889048672995,288,288,288
Coastal_T_S/H,short,bayes_covariate_prediction,bayes_covariate_prediction,9.417722911573946,False,,False,0.0,vanilla,"{""vanilla"": 1.0}",2016.0,2016.0,1.0,0.7609597475758367,0.027164401398922875,2016,2016,2016,1.0799416032337668,2016,2016,2016,0.02935622437047867,2016,2016,2016,0.9169076911374845,2016,2016,2016,14.592356239482005,2016,2016,2016,0.027164401398922875,2016,2016,2016,1.3385821561435216,2016,2016,2016,0.02748451161994815,2016,2016,2016
Coastal_T_S/H,short,bayes_past_targets_prediction,bayes_past_targets_prediction,9.417722911573946,False,,False,0.0,vanilla,"{""vanilla"": 1.0}",2016.0,2016.0,1.0,0.7609597475758367,0.027164401398922875,2016,2016,2016,1.0799416032337668,2016,2016,2016,0.02935622437047867,2016,2016,2016,0.9169076911374845,2016,2016,2016,14.592356239482005,2016,2016,2016,0.027164401398922875,2016,2016,2016,1.3385821561435216,2016,2016,2016,0.02748451161994815,2016,2016,2016
Coastal_T_S/H,short,cov_ridge_shared,cov_ridge_shared,9.417722911573946,False,,False,0.0,vanilla,"{""vanilla"": 1.0}",2016.0,2016.0,1.0,0.7609597475758367,0.027164401398922875,2016,2016,2016,1.0799416032337668,2016,2016,2016,0.02935622437047867,2016,2016,2016,0.9169076911374845,2016,2016,2016,14.592356239482005,2016,2016,2016,0.027164401398922875,2016,2016,2016,1.3385821561435216,2016,2016,2016,0.02748451161994815,2016,2016,2016
Coastal_T_S/H,short,covariate_prediction,covariate_prediction,9.417722911573946,False,,False,0.0,vanilla,"{""vanilla"": 1.0}",2016.0,2016.0,1.0,0.7609597475758367,0.027164401398922875,2016,2016,2016,1.0799416032337668,2016,2016,2016,0.02935622437047867,2016,2016,2016,0.9169076911374845,2016,2016,2016,14.592356239482005,2016,2016,2016,0.027164401398922875,2016,2016,2016,1.3385821561435216,2016,2016,2016,0.02748451161994815,2016,2016,2016
Coastal_T_S/H,short,full_ridge_per_variate,full_ridge_per_variate,9.417722911573946,False,,False,0.0,vanilla,"{""vanilla"": 1.0}",2016.0,2016.0,1.0,0.7609597475758367,0.027164401398922875,2016,2016,2016,1.0799416032337668,2016,2016,2016,0.02935622437047867,2016,2016,2016,0.9169076911374845,2016,2016,2016,14.592356239482005,2016,2016,2016,0.027164401398922875,2016,2016,2016,1.3385821561435216,2016,2016,2016,0.02748451161994815,2016,2016,2016
Coastal_T_S/H,short,full_ridge_shared,full_ridge_shared,9.417722911573946,False,,False,0.0,vanilla,"{""vanilla"": 1.0}",2016.0,2016.0,1.0,0.7609597475758367,0.027164401398922875,2016,2016,2016,1.0799416032337668,2016,2016,2016,0.02935622437047867,2016,2016,2016,0.9169076911374845,2016,2016,2016,14.592356239482005,2016,2016,2016,0.027164401398922875,2016,2016,2016,1.3385821561435216,2016,2016,2016,0.02748451161994815,2016,2016,2016
Coastal_T_S/H,short,seasonal_naive,seasonal_naive,7.276267562992871,False,,False,0.0,,,,,,1.0,0.03530273226782749,2016,2016,2016,1.4651718415454196,2016,2016,2016,0.03841736443593503,2016,2016,2016,1.204935864293014,2016,2016,2016,27.353085981926657,2016,2016,2016,0.03632240130120821,2016,2016,2016,1.8309221696978206,2016,2016,2016,0.036671325337946745,2016,2016,2016
Coastal_T_S/H,short,selected_adaptation,selected_adaptation,9.417722911573946,False,,False,0.0,vanilla,"{""vanilla"": 1.0}",2016.0,2016.0,1.0,0.7609597475758367,0.027164401398922875,2016,2016,2016,1.0799416032337668,2016,2016,2016,0.02935622437047867,2016,2016,2016,0.9169076911374845,2016,2016,2016,14.592356239482005,2016,2016,2016,0.027164401398922875,2016,2016,2016,1.3385821561435216,2016,2016,2016,0.02748451161994815,2016,2016,2016
Coastal_T_S/H,short,tsrag,tsrag,9.417722911573946,True,"{""code"": ""insufficient_global_datastore"", ""message"": ""global datastore requires at least 11 dates per variate; the least-covered variate has 0""}",False,0.0,,,,,,0.7609597475758367,0.027164401398922875,2016,2016,2016,1.0799416032337668,2016,2016,2016,0.02935622437047867,2016,2016,2016,0.9169076911374845,2016,2016,2016,14.592356239482005,2016,2016,2016,0.027164401398922875,2016,2016,2016,1.3385821561435216,2016,2016,2016,0.02748451161994815,2016,2016,2016
Coastal_T_S/H,short,vanilla,vanilla,9.417722911573946,False,,False,0.0,,,,,,0.7609597475758367,0.027164401398922875,2016,2016,2016,1.0799416032337668,2016,2016,2016,0.02935622437047867,2016,2016,2016,0.9169076911374845,2016,2016,2016,14.592356239482005,2016,2016,2016,0.027164401398922875,2016,2016,2016,1.3385821561435216,2016,2016,2016,0.02748451161994815,2016,2016,2016
Coastal_T_S/H,short,y_ridge_shared,y_ridge_shared,9.417722911573946,False,,False,0.0,vanilla,"{""vanilla"": 1.0}",2016.0,2016.0,1.0,0.7609597475758367,0.027164401398922875,2016,2016,2016,1.0799416032337668,2016,2016,2016,0.02935622437047867,2016,2016,2016,0.9169076911374845,2016,2016,2016,14.592356239482005,2016,2016,2016,0.027164401398922875,2016,2016,2016,1.3385821561435216,2016,2016,2016,0.02748451161994815,2016,2016,2016
Commodity_Import/M,short,bayes_covariate_prediction,bayes_covariate_prediction,0.4149809889495373,False,,False,0.0,vanilla,"{""vanilla"": 1.0}",40.0,40.0,1.0,0.7956902926104922,0.2954049002128275,40,40,40,502.59704690774277,40,40,40,0.374500118785188,40,40,40,1.4590156952269822,40,40,40,1553826.9339495872,40,40,40,0.2954049002128275,40,40,40,607.3307599287584,40,40,40,0.23649934538373324,40,40,40
Commodity_Import/M,short,bayes_past_targets_prediction,bayes_past_targets_prediction,0.4149809889495373,False,,False,0.0,vanilla,"{""vanilla"": 1.0}",40.0,40.0,1.0,0.7956902926104922,0.2954049002128275,40,40,40,502.59704690774277,40,40,40,0.374500118785188,40,40,40,1.4590156952269822,40,40,40,1553826.9339495872,40,40,40,0.2954049002128275,40,40,40,607.3307599287584,40,40,40,0.23649934538373324,40,40,40
Commodity_Import/M,short,cov_ridge_shared,cov_ridge_shared,0.4149809889495373,False,,False,0.0,vanilla,"{""vanilla"": 1.0}",40.0,40.0,1.0,0.7956902926104922,0.2954049002128275,40,40,40,502.59704690774277,40,40,40,0.374500118785188,40,40,40,1.4590156952269822,40,40,40,1553826.9339495872,40,40,40,0.2954049002128275,40,40,40,607.3307599287584,40,40,40,0.23649934538373324,40,40,40
Commodity_Import/M,short,covariate_prediction,covariate_prediction,0.4149809889495373,False,,False,0.0,vanilla,"{""vanilla"": 1.0}",40.0,40.0,1.0,0.7956902926104922,0.2954049002128275,40,40,40,502.59704690774277,40,40,40,0.374500118785188,40,40,40,1.4590156952269822,40,40,40,1553826.9339495872,40,40,40,0.2954049002128275,40,40,40,607.3307599287584,40,40,40,0.23649934538373324,40,40,40
Commodity_Import/M,short,full_ridge_per_variate,full_ridge_per_variate,0.4149809889495373,False,,False,0.0,vanilla,"{""vanilla"": 1.0}",40.0,40.0,1.0,0.7956902926104922,0.2954049002128275,40,40,40,502.59704690774277,40,40,40,0.374500118785188,40,40,40,1.4590156952269822,40,40,40,1553826.9339495872,40,40,40,0.2954049002128275,40,40,40,607.3307599287584,40,40,40,0.23649934538373324,40,40,40
Commodity_Import/M,short,full_ridge_shared,full_ridge_shared,0.4149809889495373,False,,False,0.0,vanilla,"{""vanilla"": 1.0}",40.0,40.0,1.0,0.7956902926104922,0.2954049002128275,40,40,40,502.59704690774277,40,40,40,0.374500118785188,40,40,40,1.4590156952269822,40,40,40,1553826.9339495872,40,40,40,0.2954049002128275,40,40,40,607.3307599287584,40,40,40,0.23649934538373324,40,40,40
Commodity_Import/M,short,seasonal_naive,seasonal_naive,0.23737083096057177,False,,False,0.0,,,,,,1.0,0.3225613408533077,40,40,40,607.4800415794055,40,40,40,0.33739752112010846,40,40,40,1.8336477254740147,40,40,40,2012552.063402471,40,40,40,0.3002646397385146,40,40,40,731.288944281257,40,40,40,0.2585750400275083,40,40,40
Commodity_Import/M,short,selected_adaptation,selected_adaptation,0.4149809889495373,False,,False,0.0,vanilla,"{""vanilla"": 1.0}",40.0,40.0,1.0,0.7956902926104922,0.2954049002128275,40,40,40,502.59704690774277,40,40,40,0.374500118785188,40,40,40,1.4590156952269822,40,40,40,1553826.9339495872,40,40,40,0.2954049002128275,40,40,40,607.3307599287584,40,40,40,0.23649934538373324,40,40,40
Commodity_Import/M,short,tsrag,tsrag,0.4149809889495373,True,"{""code"": ""insufficient_global_datastore"", ""message"": ""global datastore requires at least 11 dates per variate; the least-covered variate has 0""}",False,0.0,,,,,,0.7956902926104922,0.2954049002128275,40,40,40,502.59704690774277,40,40,40,0.374500118785188,40,40,40,1.4590156952269822,40,40,40,1553826.9339495872,40,40,40,0.2954049002128275,40,40,40,607.3307599287584,40,40,40,0.23649934538373324,40,40,40
Commodity_Import/M,short,vanilla,vanilla,0.4149809889495373,False,,False,0.0,,,,,,0.7956902926104922,0.2954049002128275,40,40,40,502.59704690774277,40,40,40,0.374500118785188,40,40,40,1.4590156952269822,40,40,40,1553826.9339495872,40,40,40,0.2954049002128275,40,40,40,607.3307599287584,40,40,40,0.23649934538373324,40,40,40
Commodity_Import/M,short,y_ridge_shared,y_ridge_shared,0.4149809889495373,False,,False,0.0,vanilla,"{""vanilla"": 1.0}",40.0,40.0,1.0,0.7956902926104922,0.2954049002128275,40,40,40,502.59704690774277,40,40,40,0.374500118785188,40,40,40,1.4590156952269822,40,40,40,1553826.9339495872,40,40,40,0.2954049002128275,40,40,40,607.3307599287584,40,40,40,0.23649934538373324,40,40,40
Commodity_Production/M,short,bayes_covariate_prediction,bayes_covariate_prediction,1.6309412345290184,False,,False,0.0,vanilla,"{""vanilla"": 1.0}",160.0,160.0,1.0,0.7419419767692528,0.15718943832143556,160,160,160,65.79794792228593,160,160,160,0.20594103964569138,160,160,160,0.9052349729560767,160,160,160,58078.37486751032,160,160,160,0.15718943832143556,160,160,160,76.80300620554415,160,160,160,0.16379191956675082,160,160,160
Commodity_Production/M,short,bayes_past_targets_prediction,bayes_past_targets_prediction,1.6309412345290184,False,,False,0.0,vanilla,"{""vanilla"": 1.0}",160.0,160.0,1.0,0.7419419767692528,0.15718943832143556,160,160,160,65.79794792228593,160,160,160,0.20594103964569138,160,160,160,0.9052349729560767,160,160,160,58078.37486751032,160,160,160,0.15718943832143556,160,160,160,76.80300620554415,160,160,160,0.16379191956675082,160,160,160
Commodity_Production/M,short,cov_ridge_shared,cov_ridge_shared,1.6309412345290184,False,,False,0.0,vanilla,"{""vanilla"": 1.0}",160.0,160.0,1.0,0.7419419767692528,0.15718943832143556,160,160,160,65.79794792228593,160,160,160,0.20594103964569138,160,160,160,0.9052349729560767,160,160,160,58078.37486751032,160,160,160,0.15718943832143556,160,160,160,76.80300620554415,160,160,160,0.16379191956675082,160,160,160
Commodity_Production/M,short,covariate_prediction,covariate_prediction,1.6309412345290184,False,,False,0.0,vanilla,"{""vanilla"": 1.0}",160.0,160.0,1.0,0.7419419767692528,0.15718943832143556,160,160,160,65.79794792228593,160,160,160,0.20594103964569138,160,160,160,0.9052349729560767,160,160,160,58078.37486751032,160,160,160,0.15718943832143556,160,160,160,76.80300620554415,160,160,160,0.16379191956675082,160,160,160
Commodity_Production/M,short,full_ridge_per_variate,full_ridge_per_variate,1.6309412345290184,False,,False,0.0,vanilla,"{""vanilla"": 1.0}",160.0,160.0,1.0,0.7419419767692528,0.15718943832143556,160,160,160,65.79794792228593,160,160,160,0.20594103964569138,160,160,160,0.9052349729560767,160,160,160,58078.37486751032,160,160,160,0.15718943832143556,160,160,160,76.80300620554415,160,160,160,0.16379191956675082,160,160,160
Commodity_Production/M,short,full_ridge_shared,full_ridge_shared,1.6309412345290184,False,,False,0.0,vanilla,"{""vanilla"": 1.0}",160.0,160.0,1.0,0.7419419767692528,0.15718943832143556,160,160,160,65.79794792228593,160,160,160,0.20594103964569138,160,160,160,0.9052349729560767,160,160,160,58078.37486751032,160,160,160,0.15718943832143556,160,160,160,76.80300620554415,160,160,160,0.16379191956675082,160,160,160
Commodity_Production/M,short,seasonal_naive,seasonal_naive,0.6614465108141303,False,,False,0.0,,,,,,1.0,0.17463035626959034,160,160,160,79.64312976561875,160,160,160,0.26941470562116016,160,160,160,1.220088634016739,160,160,160,71632.88414759544,160,160,160,0.21253908424324036,160,160,160,92.24553243074199,160,160,160,0.21331414504035057,160,160,160
Commodity_Production/M,short,selected_adaptation,selected_adaptation,1.6309412345290184,False,,False,0.0,vanilla,"{""vanilla"": 1.0}",160.0,160.0,1.0,0.7419419767692528,0.15718943832143556,160,160,160,65.79794792228593,160,160,160,0.20594103964569138,160,160,160,0.9052349729560767,160,160,160,58078.37486751032,160,160,160,0.15718943832143556,160,160,160,76.80300620554415,160,160,160,0.16379191956675082,160,160,160
Commodity_Production/M,short,tsrag,tsrag,1.6309412345290184,True,"{""code"": ""insufficient_global_datastore"", ""message"": ""global datastore requires at least 11 dates per variate; the least-covered variate has 0""}",False,0.0,,,,,,0.7419419767692528,0.15718943832143556,160,160,160,65.79794792228593,160,160,160,0.20594103964569138,160,160,160,0.9052349729560767,160,160,160,58078.37486751032,160,160,160,0.15718943832143556,160,160,160,76.80300620554415,160,160,160,0.16379191956675082,160,160,160
Commodity_Production/M,short,vanilla,vanilla,1.6309412345290184,False,,False,0.0,,,,,,0.7419419767692528,0.15718943832143556,160,160,160,65.79794792228593,160,160,160,0.20594103964569138,160,160,160,0.9052349729560767,160,160,160,58078.37486751032,160,160,160,0.15718943832143556,160,160,160,76.80300620554415,160,160,160,0.16379191956675082,160,160,160
Commodity_Production/M,short,y_ridge_shared,y_ridge_shared,1.6309412345290184,False,,False,0.0,vanilla,"{""vanilla"": 1.0}",160.0,160.0,1.0,0.7419419767692528,0.15718943832143556,160,160,160,65.79794792228593,160,160,160,0.20594103964569138,160,160,160,0.9052349729560767,160,160,160,58078.37486751032,160,160,160,0.15718943832143556,160,160,160,76.80300620554415,160,160,160,0.16379191956675082,160,160,160
Crypto/D,short,bayes_covariate_prediction,bayes_covariate_prediction,0.12660796847194433,False,,False,0.0,vanilla,"{""vanilla"": 1.0}",36.0,36.0,1.0,1.0397347703239743,0.0945085325361152,36,36,36,1476.153512099937,36,36,36,0.09323376572345651,36,36,36,6.414715690906018,36,36,36,13407382.124447713,36,36,36,0.0945085325361152,36,36,36,1767.7680310060641,36,36,36,0.09353011120937967,36,36,36
Crypto/D,short,bayes_past_targets_prediction,bayes_past_targets_prediction,0.12660796847194433,False,,False,0.0,vanilla,"{""vanilla"": 1.0}",36.0,36.0,1.0,1.0397347703239743,0.0945085325361152,36,36,36,1476.153512099937,36,36,36,0.09323376572345651,36,36,36,6.414715690906018,36,36,36,13407382.124447713,36,36,36,0.0945085325361152,36,36,36,1767.7680310060641,36,36,36,0.09353011120937967,36,36,36
Crypto/D,short,cov_ridge_shared,cov_ridge_shared,0.12660796847194433,False,,False,0.0,vanilla,"{""vanilla"": 1.0}",36.0,36.0,1.0,1.0397347703239743,0.0945085325361152,36,36,36,1476.153512099937,36,36,36,0.09323376572345651,36,36,36,6.414715690906018,36,36,36,13407382.124447713,36,36,36,0.0945085325361152,36,36,36,1767.7680310060641,36,36,36,0.09353011120937967,36,36,36
Crypto/D,short,covariate_prediction,covariate_prediction,0.12660796847194433,False,,False,0.0,vanilla,"{""vanilla"": 1.0}",36.0,36.0,1.0,1.0397347703239743,0.0945085325361152,36,36,36,1476.153512099937,36,36,36,0.09323376572345651,36,36,36,6.414715690906018,36,36,36,13407382.124447713,36,36,36,0.0945085325361152,36,36,36,1767.7680310060641,36,36,36,0.09353011120937967,36,36,36
Crypto/D,short,full_ridge_per_variate,full_ridge_per_variate,0.12660796847194433,False,,False,0.0,vanilla,"{""vanilla"": 1.0}",36.0,36.0,1.0,1.0397347703239743,0.0945085325361152,36,36,36,1476.153512099937,36,36,36,0.09323376572345651,36,36,36,6.414715690906018,36,36,36,13407382.124447713,36,36,36,0.0945085325361152,36,36,36,1767.7680310060641,36,36,36,0.09353011120937967,36,36,36
Crypto/D,short,full_ridge_shared,full_ridge_shared,0.12660796847194433,False,,False,0.0,vanilla,"{""vanilla"": 1.0}",36.0,36.0,1.0,1.0397347703239743,0.0945085325361152,36,36,36,1476.153512099937,36,36,36,0.09323376572345651,36,36,36,6.414715690906018,36,36,36,13407382.124447713,36,36,36,0.0945085325361152,36,36,36,1767.7680310060641,36,36,36,0.09353011120937967,36,36,36
Crypto/D,short,seasonal_naive,seasonal_naive,0.13141694758087397,False,,False,0.0,,,,,,1.0,0.08313494051126924,36,36,36,1362.7787624005916,36,36,36,0.09146094301753345,36,36,36,6.169569272851417,36,36,36,11649881.859942183,36,36,36,0.09247882421514661,36,36,36,1615.0384108824305,36,36,36,0.09134949557058201,36,36,36
Crypto/D,short,selected_adaptation,selected_adaptation,0.12660796847194433,False,,False,0.0,vanilla,"{""vanilla"": 1.0}",36.0,36.0,1.0,1.0397347703239743,0.0945085325361152,36,36,36,1476.153512099937,36,36,36,0.09323376572345651,36,36,36,6.414715690906018,36,36,36,13407382.124447713,36,36,36,0.0945085325361152,36,36,36,1767.7680310060641,36,36,36,0.09353011120937967,36,36,36
Crypto/D,short,tsrag,tsrag,0.08801628835499287,False,,False,0.0,,,,,,1.1148974076515614,0.10567339001515758,36,36,36,1485.6415988286335,36,36,36,0.10409495470341645,36,36,36,6.878436788628774,36,36,36,11432970.471162837,36,36,36,0.10567339001515758,36,36,36,1721.6820368029294,36,36,36,0.10654763741703482,36,36,36
Crypto/D,short,vanilla,vanilla,0.12660796847194433,False,,False,0.0,,,,,,1.0397347703239743,0.0945085325361152,36,36,36,1476.153512099937,36,36,36,0.09323376572345651,36,36,36,6.414715690906018,36,36,36,13407382.124447713,36,36,36,0.0945085325361152,36,36,36,1767.7680310060641,36,36,36,0.09353011120937967,36,36,36
Crypto/D,short,y_ridge_shared,y_ridge_shared,0.12660796847194433,False,,False,0.0,vanilla,"{""vanilla"": 1.0}",36.0,36.0,1.0,1.0397347703239743,0.0945085325361152,36,36,36,1476.153512099937,36,36,36,0.09323376572345651,36,36,36,6.414715690906018,36,36,36,13407382.124447713,36,36,36,0.0945085325361152,36,36,36,1767.7680310060641,36,36,36,0.09353011120937967,36,36,36
ECDC_COVID/D,short,bayes_covariate_prediction,bayes_covariate_prediction,1.723537057172507,False,,False,0.0,cov_ridge_shared,"{""cov_ridge_shared"": 1.0}",45.0,45.0,1.0,0.9176934796794654,0.4029229656744438,45,45,45,122.22063530109547,45,45,45,0.5302898552765807,45,45,45,3.2510712169962535,45,45,45,50053.30063052206,45,45,45,0.4029229656744438,45,45,45,143.29373338545125,45,45,45,0.3390622629829843,45,45,45
ECDC_COVID/D,short,bayes_past_targets_prediction,bayes_past_targets_prediction,0.5791567657142878,False,,False,0.0,cov_ridge_shared,"{""cov_ridge_shared"": 1.0}",45.0,45.0,1.0,0.9176934796794654,0.4029229656744438,45,45,45,122.22063530109547,45,45,45,0.5302898552765807,45,45,45,3.2510712169962535,45,45,45,50053.30063052206,45,45,45,0.4029229656744438,45,45,45,143.29373338545125,45,45,45,0.3390622629829843,45,45,45
ECDC_COVID/D,short,cov_ridge_shared,cov_ridge_shared,1.7957414239645004,False,,False,0.0,cov_ridge_shared,"{""cov_ridge_shared"": 1.0}",5.0,45.0,0.1111111111111111,0.8837112486290386,0.38346173989148086,45,45,45,117.55711090211514,45,45,45,0.49987912072761553,45,45,45,3.130683902818161,45,45,45,46497.88816650286,45,45,45,0.38346173989148086,45,45,45,135.81409801573753,45,45,45,0.33891194143694503,45,45,45
ECDC_COVID/D,short,covariate_prediction,covariate_prediction,1.723537057172507,False,,False,0.0,cov_ridge_shared,"{""cov_ridge_shared"": 1.0}",5.0,45.0,0.1111111111111111,1.0832504387492798,0.43171617759096864,45,45,45,143.47037297001592,45,45,45,0.5690388342714425,45,45,45,3.837582373851479,45,45,45,74443.55039412699,45,45,45,0.43171617759096864,45,45,45,171.37741435786157,45,45,45,0.3518132904320721,45,45,45
ECDC_COVID/D,short,full_ridge_per_variate,full_ridge_per_variate,1.7957414239645004,False,,False,0.0,cov_ridge_shared,"{""cov_ridge_shared"": 1.0}",45.0,45.0,1.0,0.9176934796794654,0.4029229656744438,45,45,45,122.22063530109547,45,45,45,0.5302898552765807,45,45,45,3.2510712169962535,45,45,45,50053.30063052206,45,45,45,0.4029229656744438,45,45,45,143.29373338545125,45,45,45,0.3390622629829843,45,45,45
