dataset,term,method,base_method,inference_seconds,task_fallback,task_fallback_reason,nonfinite_fallback,nonfinite_fallback_windows,selected_validated_method,validated_method_selection_rates,fallback_to_vanilla_windows,fallback_to_vanilla_evaluation_windows,fallback_to_vanilla_rate,scaled_MASE,CRPS,CRPS_finite_values,CRPS_evaluation_values,CRPS_total_values,MAE,MAE_finite_values,MAE_evaluation_values,MAE_total_values,MAPE,MAPE_finite_values,MAPE_evaluation_values,MAPE_total_values,MASE,MASE_finite_values,MASE_evaluation_values,MASE_total_values,MSE,MSE_finite_values,MSE_evaluation_values,MSE_total_values,ND,ND_finite_values,ND_evaluation_values,ND_total_values,RMSE,RMSE_finite_values,RMSE_evaluation_values,RMSE_total_values,sMAPE,sMAPE_finite_values,sMAPE_evaluation_values,sMAPE_total_values
Australia_Solar/H,medium,bayes_past_targets_prediction,bayes_past_targets_prediction,0.4628135906532407,False,,False,0.0,full_ridge_per_variate,"{""full_ridge_per_variate"": 1.0}",105.0,105.0,1.0,0.8861983127335661,0.2892751542075462,105,105,105,86466.61060284343,105,105,105,221.11277630010127,105,105,105,1.2043388373284993,105,105,105,28984573121.66203,105,105,105,0.2892751542075462,105,105,105,125407.87757592743,105,105,105,0.60624675662699,105,105,105
Australia_Solar/H,medium,cov_ridge_shared,cov_ridge_shared,2.536730539985001,False,,False,0.0,full_ridge_per_variate,"{""full_ridge_per_variate"": 1.0}",105.0,105.0,1.0,0.8861983127335661,0.2892751542075462,105,105,105,86466.61060284343,105,105,105,221.11277630010127,105,105,105,1.2043388373284993,105,105,105,28984573121.66203,105,105,105,0.2892751542075462,105,105,105,125407.87757592743,105,105,105,0.60624675662699,105,105,105
Australia_Solar/H,medium,covariate_prediction,covariate_prediction,1.8331928211264312,False,,False,0.0,full_ridge_per_variate,"{""full_ridge_per_variate"": 1.0}",70.0,105.0,0.6666666666666666,0.896608155214342,0.29096475562487334,105,105,105,88289.17337979448,105,105,105,212.20058916331286,105,105,105,1.218485758406919,105,105,105,29755463110.08712,105,105,105,0.29096475562487334,105,105,105,128717.22441369758,105,105,105,0.6082287902015204,105,105,105
Australia_Solar/H,medium,full_ridge_per_variate,full_ridge_per_variate,2.536730539985001,False,,False,0.0,full_ridge_per_variate,"{""full_ridge_per_variate"": 1.0}",70.0,105.0,0.6666666666666666,0.8831657525753822,0.2875977561798351,105,105,105,85938.99175544552,105,105,105,208.67824452626186,105,105,105,1.200217604053105,105,105,105,28088210080.109528,105,105,105,0.2875977561798351,105,105,105,124342.43887348802,105,105,105,0.6041835516413555,105,105,105
Australia_Solar/H,medium,full_ridge_shared,full_ridge_shared,2.536730539985001,False,,False,0.0,full_ridge_per_variate,"{""full_ridge_per_variate"": 1.0}",105.0,105.0,1.0,0.8861983127335661,0.2892751542075462,105,105,105,86466.61060284343,105,105,105,221.11277630010127,105,105,105,1.2043388373284993,105,105,105,28984573121.66203,105,105,105,0.2892751542075462,105,105,105,125407.87757592743,105,105,105,0.60624675662699,105,105,105
Australia_Solar/H,medium,seasonal_naive,seasonal_naive,0.6641839258372784,False,,False,0.0,,,,,,1.0,0.3031421729002,105,105,105,101098.41593839324,105,105,105,1122.3708683406694,105,105,105,1.3589947306642882,105,105,105,41978724496.66768,105,105,105,0.3168181150957549,105,105,105,149379.62299234798,105,105,105,0.3466516115293636,105,105,105
Australia_Solar/H,medium,selected_adaptation,selected_adaptation,2.536730539985001,False,,False,0.0,full_ridge_per_variate,"{""full_ridge_per_variate"": 1.0}",70.0,105.0,0.6666666666666666,0.8831657525753822,0.2875977561798351,105,105,105,85938.99175544552,105,105,105,208.67824452626186,105,105,105,1.200217604053105,105,105,105,28088210080.109528,105,105,105,0.2875977561798351,105,105,105,124342.43887348802,105,105,105,0.6041835516413555,105,105,105
Australia_Solar/H,medium,tsrag,tsrag,0.5588819552212954,False,,True,70.0,,,,,,0.8689182501651419,0.2869335447210467,105,105,105,83494.94344666608,105,105,105,171.3416398151116,105,105,105,1.1808553233524617,105,105,105,27365550832.361145,105,105,105,0.2869335447210467,105,105,105,122913.43110923145,105,105,105,0.6034197878531756,105,105,105
Australia_Solar/H,medium,vanilla,vanilla,0.4628135906532407,False,,False,0.0,,,,,,0.8861983127335661,0.2892751542075462,105,105,105,86466.61060284343,105,105,105,221.11277630010127,105,105,105,1.2043388373284993,105,105,105,28984573121.66203,105,105,105,0.2892751542075462,105,105,105,125407.87757592743,105,105,105,0.60624675662699,105,105,105
Australia_Solar/H,medium,y_ridge_shared,y_ridge_shared,2.536730539985001,False,,False,0.0,full_ridge_per_variate,"{""full_ridge_per_variate"": 1.0}",105.0,105.0,1.0,0.8861983127335661,0.2892751542075462,105,105,105,86466.61060284343,105,105,105,221.11277630010127,105,105,105,1.2043388373284993,105,105,105,28984573121.66203,105,105,105,0.2892751542075462,105,105,105,125407.87757592743,105,105,105,0.60624675662699,105,105,105
Australia_Solar/H,short,bayes_covariate_prediction,bayes_covariate_prediction,1.4076658319681883,False,,False,0.0,vanilla,"{""vanilla"": 1.0}",312.0,312.0,1.0,0.8847084425316191,0.3179264104544651,312,312,315,80595.99067875669,312,312,315,201.88884847262617,312,312,315,1.093029641357897,312,312,315,25681174568.948933,312,312,315,0.3179264104544651,312,312,315,105275.90970453121,312,312,315,0.586410645580353,312,312,315
Australia_Solar/H,short,bayes_past_targets_prediction,bayes_past_targets_prediction,1.4076658319681883,False,,False,0.0,vanilla,"{""vanilla"": 1.0}",312.0,312.0,1.0,0.8847084425316191,0.3179264104544651,312,312,315,80595.99067875669,312,312,315,201.88884847262617,312,312,315,1.093029641357897,312,312,315,25681174568.948933,312,312,315,0.3179264104544651,312,312,315,105275.90970453121,312,312,315,0.586410645580353,312,312,315
Australia_Solar/H,short,cov_ridge_shared,cov_ridge_shared,1.4076658319681883,False,,False,0.0,vanilla,"{""vanilla"": 1.0}",312.0,312.0,1.0,0.8847084425316191,0.3179264104544651,312,312,315,80595.99067875669,312,312,315,201.88884847262617,312,312,315,1.093029641357897,312,312,315,25681174568.948933,312,312,315,0.3179264104544651,312,312,315,105275.90970453121,312,312,315,0.586410645580353,312,312,315
Australia_Solar/H,short,covariate_prediction,covariate_prediction,1.4076658319681883,False,,False,0.0,vanilla,"{""vanilla"": 1.0}",312.0,312.0,1.0,0.8847084425316191,0.3179264104544651,312,312,315,80595.99067875669,312,312,315,201.88884847262617,312,312,315,1.093029641357897,312,312,315,25681174568.948933,312,312,315,0.3179264104544651,312,312,315,105275.90970453121,312,312,315,0.586410645580353,312,312,315
Australia_Solar/H,short,full_ridge_per_variate,full_ridge_per_variate,1.4076658319681883,False,,False,0.0,vanilla,"{""vanilla"": 1.0}",312.0,312.0,1.0,0.8847084425316191,0.3179264104544651,312,312,315,80595.99067875669,312,312,315,201.88884847262617,312,312,315,1.093029641357897,312,312,315,25681174568.948933,312,312,315,0.3179264104544651,312,312,315,105275.90970453121,312,312,315,0.586410645580353,312,312,315
Australia_Solar/H,short,full_ridge_shared,full_ridge_shared,1.4076658319681883,False,,False,0.0,vanilla,"{""vanilla"": 1.0}",312.0,312.0,1.0,0.8847084425316191,0.3179264104544651,312,312,315,80595.99067875669,312,312,315,201.88884847262617,312,312,315,1.093029641357897,312,312,315,25681174568.948933,312,312,315,0.3179264104544651,312,312,315,105275.90970453121,312,312,315,0.586410645580353,312,312,315
Australia_Solar/H,short,seasonal_naive,seasonal_naive,1.7007500659674406,False,,False,0.0,,,,,,1.0,0.31518769840200517,312,312,315,95466.47219164242,312,312,315,1072.0276608910212,312,312,315,1.235468758758717,312,312,315,39089163419.04274,312,312,315,0.34776255819003254,312,312,315,129102.62920381445,312,312,315,0.31874682540118093,312,312,315
Australia_Solar/H,short,selected_adaptation,selected_adaptation,1.4076658319681883,False,,False,0.0,vanilla,"{""vanilla"": 1.0}",312.0,312.0,1.0,0.8847084425316191,0.3179264104544651,312,312,315,80595.99067875669,312,312,315,201.88884847262617,312,312,315,1.093029641357897,312,312,315,25681174568.948933,312,312,315,0.3179264104544651,312,312,315,105275.90970453121,312,312,315,0.586410645580353,312,312,315
Australia_Solar/H,short,tsrag,tsrag,1.4076658319681883,True,"{""code"": ""insufficient_global_datastore"", ""message"": ""global datastore requires at least 11 dates per variate; the least-covered variate has 0""}",False,0.0,,,,,,0.8847084425316191,0.3179264104544651,312,312,315,80595.99067875669,312,312,315,201.88884847262617,312,312,315,1.093029641357897,312,312,315,25681174568.948933,312,312,315,0.3179264104544651,312,312,315,105275.90970453121,312,312,315,0.586410645580353,312,312,315
Australia_Solar/H,short,vanilla,vanilla,1.4076658319681883,False,,False,0.0,,,,,,0.8847084425316191,0.3179264104544651,312,312,315,80595.99067875669,312,312,315,201.88884847262617,312,312,315,1.093029641357897,312,312,315,25681174568.948933,312,312,315,0.3179264104544651,312,312,315,105275.90970453121,312,312,315,0.586410645580353,312,312,315
Australia_Solar/H,short,y_ridge_shared,y_ridge_shared,1.4076658319681883,False,,False,0.0,vanilla,"{""vanilla"": 1.0}",312.0,312.0,1.0,0.8847084425316191,0.3179264104544651,312,312,315,80595.99067875669,312,312,315,201.88884847262617,312,312,315,1.093029641357897,312,312,315,25681174568.948933,312,312,315,0.3179264104544651,312,312,315,105275.90970453121,312,312,315,0.586410645580353,312,312,315
Auto_Production_SF/M,short,bayes_covariate_prediction,bayes_covariate_prediction,0.06461440306156874,True,"{""code"": ""ridge_stage_failed"", ""error_type"": ""ValueError"", ""message"": ""cannot score empty ridge statistics"", ""stage"": ""fit""}",False,0.0,vanilla,"{""vanilla"": 1.0}",5.0,5.0,1.0,0.627278053730958,0.024046073576934612,5,5,5,2.3962774912516274,5,5,5,0.024828383344163797,5,5,5,0.6043605452526348,5,5,5,9.272226822076481,5,5,5,0.024046073576934612,5,5,5,2.946290309442225,5,5,5,0.02454779208880714,5,5,5
Auto_Production_SF/M,short,bayes_past_targets_prediction,bayes_past_targets_prediction,0.06461440306156874,True,"{""code"": ""ridge_stage_failed"", ""error_type"": ""ValueError"", ""message"": ""cannot score empty ridge statistics"", ""stage"": ""fit""}",False,0.0,vanilla,"{""vanilla"": 1.0}",5.0,5.0,1.0,0.627278053730958,0.024046073576934612,5,5,5,2.3962774912516274,5,5,5,0.024828383344163797,5,5,5,0.6043605452526348,5,5,5,9.272226822076481,5,5,5,0.024046073576934612,5,5,5,2.946290309442225,5,5,5,0.02454779208880714,5,5,5
Auto_Production_SF/M,short,cov_ridge_shared,cov_ridge_shared,0.06461440306156874,True,"{""code"": ""ridge_stage_failed"", ""error_type"": ""ValueError"", ""message"": ""cannot score empty ridge statistics"", ""stage"": ""fit""}",False,0.0,vanilla,"{""vanilla"": 1.0}",5.0,5.0,1.0,0.627278053730958,0.024046073576934612,5,5,5,2.3962774912516274,5,5,5,0.024828383344163797,5,5,5,0.6043605452526348,5,5,5,9.272226822076481,5,5,5,0.024046073576934612,5,5,5,2.946290309442225,5,5,5,0.02454779208880714,5,5,5
Auto_Production_SF/M,short,covariate_prediction,covariate_prediction,0.06461440306156874,True,"{""code"": ""ridge_stage_failed"", ""error_type"": ""ValueError"", ""message"": ""cannot score empty ridge statistics"", ""stage"": ""fit""}",False,0.0,vanilla,"{""vanilla"": 1.0}",5.0,5.0,1.0,0.627278053730958,0.024046073576934612,5,5,5,2.3962774912516274,5,5,5,0.024828383344163797,5,5,5,0.6043605452526348,5,5,5,9.272226822076481,5,5,5,0.024046073576934612,5,5,5,2.946290309442225,5,5,5,0.02454779208880714,5,5,5
Auto_Production_SF/M,short,full_ridge_per_variate,full_ridge_per_variate,0.06461440306156874,True,"{""code"": ""ridge_stage_failed"", ""error_type"": ""ValueError"", ""message"": ""cannot score empty ridge statistics"", ""stage"": ""fit""}",False,0.0,vanilla,"{""vanilla"": 1.0}",5.0,5.0,1.0,0.627278053730958,0.024046073576934612,5,5,5,2.3962774912516274,5,5,5,0.024828383344163797,5,5,5,0.6043605452526348,5,5,5,9.272226822076481,5,5,5,0.024046073576934612,5,5,5,2.946290309442225,5,5,5,0.02454779208880714,5,5,5
Auto_Production_SF/M,short,full_ridge_shared,full_ridge_shared,0.06461440306156874,True,"{""code"": ""ridge_stage_failed"", ""error_type"": ""ValueError"", ""message"": ""cannot score empty ridge statistics"", ""stage"": ""fit""}",False,0.0,vanilla,"{""vanilla"": 1.0}",5.0,5.0,1.0,0.627278053730958,0.024046073576934612,5,5,5,2.3962774912516274,5,5,5,0.024828383344163797,5,5,5,0.6043605452526348,5,5,5,9.272226822076481,5,5,5,0.024046073576934612,5,5,5,2.946290309442225,5,5,5,0.02454779208880714,5,5,5
Auto_Production_SF/M,short,seasonal_naive,seasonal_naive,0.024433504790067673,False,,False,0.0,,,,,,1.0,0.0315067203599657,5,5,5,3.8103338877360025,5,5,5,0.03925043766912581,5,5,5,0.9634651517903213,5,5,5,27.146993346872232,5,5,5,0.038195257982848174,5,5,5,4.844847513731638,5,5,5,0.0392191021916743,5,5,5
Auto_Production_SF/M,short,selected_adaptation,selected_adaptation,0.06461440306156874,True,"{""code"": ""ridge_stage_failed"", ""error_type"": ""ValueError"", ""message"": ""cannot score empty ridge statistics"", ""stage"": ""fit""}",False,0.0,vanilla,"{""vanilla"": 1.0}",5.0,5.0,1.0,0.627278053730958,0.024046073576934612,5,5,5,2.3962774912516274,5,5,5,0.024828383344163797,5,5,5,0.6043605452526348,5,5,5,9.272226822076481,5,5,5,0.024046073576934612,5,5,5,2.946290309442225,5,5,5,0.02454779208880714,5,5,5
Auto_Production_SF/M,short,tsrag,tsrag,0.06461440306156874,True,"{""code"": ""insufficient_global_datastore"", ""message"": ""global datastore requires at least 11 dates per variate; the least-covered variate has 0""}",False,0.0,,,,,,0.627278053730958,0.024046073576934612,5,5,5,2.3962774912516274,5,5,5,0.024828383344163797,5,5,5,0.6043605452526348,5,5,5,9.272226822076481,5,5,5,0.024046073576934612,5,5,5,2.946290309442225,5,5,5,0.02454779208880714,5,5,5
Auto_Production_SF/M,short,vanilla,vanilla,0.06461440306156874,False,,False,0.0,,,,,,0.627278053730958,0.024046073576934612,5,5,5,2.3962774912516274,5,5,5,0.024828383344163797,5,5,5,0.6043605452526348,5,5,5,9.272226822076481,5,5,5,0.024046073576934612,5,5,5,2.946290309442225,5,5,5,0.02454779208880714,5,5,5
Auto_Production_SF/M,short,y_ridge_shared,y_ridge_shared,0.06461440306156874,True,"{""code"": ""ridge_stage_failed"", ""error_type"": ""ValueError"", ""message"": ""cannot score empty ridge statistics"", ""stage"": ""fit""}",False,0.0,vanilla,"{""vanilla"": 1.0}",5.0,5.0,1.0,0.627278053730958,0.024046073576934612,5,5,5,2.3962774912516274,5,5,5,0.024828383344163797,5,5,5,0.6043605452526348,5,5,5,9.272226822076481,5,5,5,0.024046073576934612,5,5,5,2.946290309442225,5,5,5,0.02454779208880714,5,5,5
CPHL/15T,long,bayes_covariate_prediction,bayes_covariate_prediction,0.17470586579293013,False,,False,0.0,full_ridge_per_variate,"{""full_ridge_per_variate"": 1.0}",10.0,10.0,1.0,0.7431837188676761,0.31478368590267736,10,10,10,0.23033303058067314,10,10,10,0.36756569197425054,10,10,10,1.1569175338572653,10,10,10,0.1268142311361365,10,10,10,0.31478368590267736,10,10,10,0.30966390312410425,10,10,10,0.3148897380482458,10,10,10
CPHL/15T,long,bayes_past_targets_prediction,bayes_past_targets_prediction,0.0457373196259141,False,,False,0.0,full_ridge_per_variate,"{""full_ridge_per_variate"": 1.0}",10.0,10.0,1.0,0.7431837188676761,0.31478368590267736,10,10,10,0.23033303058067314,10,10,10,0.36756569197425054,10,10,10,1.1569175338572653,10,10,10,0.1268142311361365,10,10,10,0.31478368590267736,10,10,10,0.30966390312410425,10,10,10,0.3148897380482458,10,10,10
CPHL/15T,long,cov_ridge_shared,cov_ridge_shared,0.23888607043772936,False,,False,0.0,full_ridge_per_variate,"{""full_ridge_per_variate"": 1.0}",10.0,10.0,1.0,0.7431837188676761,0.31478368590267736,10,10,10,0.23033303058067314,10,10,10,0.36756569197425054,10,10,10,1.1569175338572653,10,10,10,0.1268142311361365,10,10,10,0.31478368590267736,10,10,10,0.30966390312410425,10,10,10,0.3148897380482458,10,10,10
CPHL/15T,long,covariate_prediction,covariate_prediction,0.17470586579293013,False,,False,0.0,full_ridge_per_variate,"{""full_ridge_per_variate"": 1.0}",0.0,10.0,0.0,0.7560322310161456,0.31980653182138985,10,10,10,0.23642267241266,10,10,10,0.3756830952895386,10,10,10,1.1769188721685921,10,10,10,0.1309252882220997,10,10,10,0.31980653182138985,10,10,10,0.31252200417568016,10,10,10,0.320279687681421,10,10,10
CPHL/15T,long,full_ridge_per_variate,full_ridge_per_variate,0.23888607043772936,False,,False,0.0,full_ridge_per_variate,"{""full_ridge_per_variate"": 1.0}",5.0,10.0,0.5,0.7863313415949079,0.3399031467966239,10,10,10,0.24647996856270704,10,10,10,0.43385909450555726,10,10,10,1.2240856377999199,10,10,10,0.12959645878205514,10,10,10,0.3399031467966239,10,10,10,0.3172828952780858,10,10,10,0.33045898189310907,10,10,10
CPHL/15T,long,full_ridge_shared,full_ridge_shared,0.23888607043772936,False,,False,0.0,full_ridge_per_variate,"{""full_ridge_per_variate"": 1.0}",10.0,10.0,1.0,0.7431837188676761,0.31478368590267736,10,10,10,0.23033303058067314,10,10,10,0.36756569197425054,10,10,10,1.1569175338572653,10,10,10,0.1268142311361365,10,10,10,0.31478368590267736,10,10,10,0.30966390312410425,10,10,10,0.3148897380482458,10,10,10
CPHL/15T,long,seasonal_naive,seasonal_naive,0.08728386927396059,False,,False,0.0,,,,,,1.0,0.3459030223331805,10,10,10,0.31382591256764014,10,10,10,0.5125200532469412,10,10,10,1.556704626979664,10,10,10,0.2290839932560002,10,10,10,0.4180603395212155,10,10,10,0.387048295761947,10,10,10,0.38326349319700664,10,10,10
CPHL/15T,long,selected_adaptation,selected_adaptation,0.23888607043772936,False,,False,0.0,full_ridge_per_variate,"{""full_ridge_per_variate"": 1.0}",5.0,10.0,0.5,0.7863313415949079,0.3399031467966239,10,10,10,0.24647996856270704,10,10,10,0.43385909450555726,10,10,10,1.2240856377999199,10,10,10,0.12959645878205514,10,10,10,0.3399031467966239,10,10,10,0.3172828952780858,10,10,10,0.33045898189310907,10,10,10
CPHL/15T,long,tsrag,tsrag,0.20094559527933598,False,,True,10.0,,,,,,0.7431837188676761,0.31478368590267736,10,10,10,0.23033303058067314,10,10,10,0.36756569197425054,10,10,10,1.1569175338572653,10,10,10,0.1268142311361365,10,10,10,0.31478368590267736,10,10,10,0.30966390312410425,10,10,10,0.3148897380482458,10,10,10
CPHL/15T,long,vanilla,vanilla,0.0457373196259141,False,,False,0.0,,,,,,0.7431837188676761,0.31478368590267736,10,10,10,0.23033303058067314,10,10,10,0.36756569197425054,10,10,10,1.1569175338572653,10,10,10,0.1268142311361365,10,10,10,0.31478368590267736,10,10,10,0.30966390312410425,10,10,10,0.3148897380482458,10,10,10
CPHL/15T,long,y_ridge_shared,y_ridge_shared,0.23888607043772936,False,,False,0.0,full_ridge_per_variate,"{""full_ridge_per_variate"": 1.0}",10.0,10.0,1.0,0.7431837188676761,0.31478368590267736,10,10,10,0.23033303058067314,10,10,10,0.36756569197425054,10,10,10,1.1569175338572653,10,10,10,0.1268142311361365,10,10,10,0.31478368590267736,10,10,10,0.30966390312410425,10,10,10,0.3148897380482458,10,10,10
CPHL/15T,medium,bayes_covariate_prediction,bayes_covariate_prediction,0.1287128198891878,False,,False,0.0,vanilla,"{""vanilla"": 1.0}",30.0,30.0,1.0,0.7759400473253437,0.2928304434763275,30,30,30,0.2186489219016978,30,30,30,0.3433816903417899,30,30,30,1.0652255105006003,30,30,30,0.12381329163764764,30,30,30,0.2928304434763275,30,30,30,0.2766424426432396,30,30,30,0.29421017632247354,30,30,30
CPHL/15T,medium,bayes_past_targets_prediction,bayes_past_targets_prediction,0.1287128198891878,False,,False,0.0,vanilla,"{""vanilla"": 1.0}",30.0,30.0,1.0,0.7759400473253437,0.2928304434763275,30,30,30,0.2186489219016978,30,30,30,0.3433816903417899,30,30,30,1.0652255105006003,30,30,30,0.12381329163764764,30,30,30,0.2928304434763275,30,30,30,0.2766424426432396,30,30,30,0.29421017632247354,30,30,30
CPHL/15T,medium,cov_ridge_shared,cov_ridge_shared,0.1287128198891878,False,,False,0.0,vanilla,"{""vanilla"": 1.0}",30.0,30.0,1.0,0.7759400473253437,0.2928304434763275,30,30,30,0.2186489219016978,30,30,30,0.3433816903417899,30,30,30,1.0652255105006003,30,30,30,0.12381329163764764,30,30,30,0.2928304434763275,30,30,30,0.2766424426432396,30,30,30,0.29421017632247354,30,30,30
CPHL/15T,medium,covariate_prediction,covariate_prediction,0.1287128198891878,False,,False,0.0,vanilla,"{""vanilla"": 1.0}",30.0,30.0,1.0,0.7759400473253437,0.2928304434763275,30,30,30,0.2186489219016978,30,30,30,0.3433816903417899,30,30,30,1.0652255105006003,30,30,30,0.12381329163764764,30,30,30,0.2928304434763275,30,30,30,0.2766424426432396,30,30,30,0.29421017632247354,30,30,30
CPHL/15T,medium,full_ridge_per_variate,full_ridge_per_variate,0.1287128198891878,False,,False,0.0,vanilla,"{""vanilla"": 1.0}",30.0,30.0,1.0,0.7759400473253437,0.2928304434763275,30,30,30,0.2186489219016978,30,30,30,0.3433816903417899,30,30,30,1.0652255105006003,30,30,30,0.12381329163764764,30,30,30,0.2928304434763275,30,30,30,0.2766424426432396,30,30,30,0.29421017632247354,30,30,30
CPHL/15T,medium,full_ridge_shared,full_ridge_shared,0.1287128198891878,False,,False,0.0,vanilla,"{""vanilla"": 1.0}",30.0,30.0,1.0,0.7759400473253437,0.2928304434763275,30,30,30,0.2186489219016978,30,30,30,0.3433816903417899,30,30,30,1.0652255105006003,30,30,30,0.12381329163764764,30,30,30,0.2928304434763275,30,30,30,0.2766424426432396,30,30,30,0.29421017632247354,30,30,30
CPHL/15T,medium,seasonal_naive,seasonal_naive,0.15893543139100075,False,,False,0.0,,,,,,1.0,0.3075036920850221,30,30,30,0.2765815734031082,30,30,30,0.45398750136767246,30,30,30,1.37281934883039,30,30,30,0.17070790206657013,30,30,30,0.3809441136694564,30,30,30,0.34053261815904856,30,30,30,0.3724187361320584,30,30,30
