launch_id,model,base_model,target_modes,state,exit_code,scaled_MASE,inference_seconds,datasets,tasks,timed_tasks
selena_channels_20260906T123941Z_31210,chronos2,chronos2,multivariate,completed,0,0.6900454053638673,335.4334576493129,38,74,74
