launch_id,model,state,exit_code,MASE_macro,inference_seconds,datasets,tasks,timed_tasks
selena_20260901T173551Z_23108,chronos2,completed,0,1.1220400787167921,436.6286377776414,50,98,98
selena_20260901T173551Z_23108,ts_icl,completed,0,1.1678954260422656,2553.9661659756675,50,98,98
selena_20260901T173551Z_23108,chronos_bolt,completed,0,1.2389113029658976,954.2224335921928,50,98,98
selena_20260901T173551Z_23108,seasonal_naive,completed,0,1.551718456818593,2313.7581621210556,50,98,98
