launch_id,model,target_modes,state,exit_code,MASE_macro,inference_seconds,datasets,tasks,timed_tasks
selena_channels_20260902T183320Z_29592,chronos2,multivariate,,,1.0942751895883982,328.0771315926686,38,74,74
